[ 10] Received message from   1: 1|0
[ 15] Received message from   1: 1|0
[ 15] Received message from  10: 1|0,1
[ 29] Received message from   1: 1|0
[ 10] Received message from  15: 1|0,1
[ 29] Received message from  10: 1|0,1
[ 43] Received message from   1: 1|0
[ 21] Received message from  15: 1|0,1
[ 44] Received message from  10: 1|0,1
[ 10] Received message from  29: 1|0,1
[ 49] Received message from  15: 1|0,1
[ 15] Sent Broadcast: 1|0,1
[  4] Received message from  43: 1|0,1
[ 44] Received message from   1: 1|0
[ 43] Received message from  29: 1|0,1
[  1] Sent Broadcast: 1|0
[ 48] Received message from  10: 1|0,1
[ 10] Sent Broadcast: 1|0,1
[  8] Received message from  21: 1|0,1,15
[ 21] Sent Broadcast: 1|0,1,15
[ 44] Received message from  29: 1|0,1
[ 29] Sent Broadcast: 1|0,1
[  8] Received message from  43: 1|0,1
[ 29] Received message from  44: 1|0,1,10
[ 44] Sent Broadcast: 1|0,1,10
[ 45] Received message from  49: 1|0,1,15
[ 49] Sent Broadcast: 1|0,1,15
[  7] Received message from   4: 1|0,1,43
[  9] Received message from  48: 1|0,1,10
[ 48] Sent Broadcast: 1|0,1,10
[  4] Received message from   8: 1|0,1,15,21
[ 24] Received message from  43: 1|0,1
[  8] Received message from   4: 1|0,1,43
[ 17] Received message from  45: 1|0,1,15,49
[ 43] Received message from   8: 1|0,1,15,21
[  8] Sent Broadcast: 1|0,1,15,21
[ 29] Received message from  43: 1|0,1
[ 43] Sent Broadcast: 1|0,1
[  3] Received message from   7: 1|0,1,43,4
[ 18] Received message from   4: 1|0,1,43
[  4] Sent Broadcast: 1|0,1,43
[ 35] Received message from  45: 1|0,1,15,49
[ 45] Sent Broadcast: 1|0,1,15,49
[ 35] Received message from  17: 1|0,1,15,49,45
[ 17] Sent Broadcast: 1|0,1,15,49,45
[ 13] Received message from   7: 1|0,1,43,4
[ 27] Received message from   3: 1|0,1,43,4,7
[  3] Sent Broadcast: 1|0,1,43,4,7
[  6] Received message from  13: 1|0,1,43,4,7
[ 28] Received message from   7: 1|0,1,43,4
[ 32] Received message from   7: 1|0,1,43,4
[  7] Sent Broadcast: 1|0,1,43,4
[  6] Received message from  28: 1|0,1,43,4,7
[  2] Received message from   6: 1|1,43,4,7,13
[ 28] Received message from  13: 1|0,1,43,4,7
[ 13] Received message from  28: 1|0,1,43,4,7
