[ 29] Received message from   1: 1|0
[ 41] Received message from   1: 1|0
[ 44] Received message from  29: 1|0,1
[ 29] Sent Broadcast: 1|0,1
[ 44] Received message from   1: 1|0
[  1] Sent Broadcast: 1|0
[  2] Received message from  41: 1|0,1
[ 20] Received message from  41: 1|0,1
[ 41] Sent Broadcast: 1|0,1
[ 20] Received message from   2: 1|0,1,41
[  2] Received message from  20: 1|0,1,41
[ 20] Sent Broadcast: 1|0,1,41
[ 33] Received message from   2: 1|0,1,41
[ 36] Received message from   2: 1|0,1,41
[  2] Sent Broadcast: 1|0,1,41
[  7] Received message from  33: 1|0,1,41,2
[ 32] Received message from  33: 1|0,1,41,2
[ 33] Sent Broadcast: 1|0,1,41,2
[ 32] Received message from  36: 1|0,1,41,2
[ 35] Received message from   7: 1|0,1,41,2,33
[  7] Sent Broadcast: 1|0,1,41,2,33
[ 37] Received message from  36: 1|0,1,41,2
[ 36] Received message from  32: 1|0,1,41,2,33
[ 16] Received message from  35: 1|1,41,2,33,7
[ 37] Received message from  32: 1|0,1,41,2,33
[ 40] Received message from  36: 1|0,1,41,2
[ 48] Received message from  35: 1|1,41,2,33,7
[ 35] Sent Broadcast: 1|1,41,2,33,7
[  5] Received message from  37: 1|0,1,41,2,36
[ 40] Received message from  32: 1|0,1,41,2,33
[ 32] Sent Broadcast: 1|0,1,41,2,33
[ 49] Received message from  36: 1|0,1,41,2
[ 36] Sent Broadcast: 1|0,1,41,2
[ 27] Received message from  16: 1|41,2,33,7,35
[ 16] Sent Broadcast: 1|41,2,33,7,35
[ 32] Received message from  40: 1|0,1,41,2,36
[  4] Received message from  48: 1|41,2,33,7,35
[ 37] Received message from  40: 1|0,1,41,2,36
[  8] Received message from   5: 1|1,41,2,36,37
[ 32] Received message from  37: 1|0,1,41,2,36
[ 13] Received message from  27: 1|2,33,7,35,16
[  5] Received message from  49: 1|0,1,41,2,36
[ 38] Received message from  48: 1|41,2,33,7,35
[ 25] Received message from   5: 1|1,41,2,36,37
[ 40] Received message from  37: 1|0,1,41,2,36
[ 38] Received message from   4: 1|2,33,7,35,48
[ 49] Received message from  40: 1|0,1,41,2,36
[ 37] Received message from  49: 1|0,1,41,2,36
[ 40] Sent Broadcast: 1|0,1,41,2,36
[ 46] Received message from  27: 1|2,33,7,35,16
[ 50] Received message from  48: 1|41,2,33,7,35
[ 48] Sent Broadcast: 1|41,2,33,7,35
[ 21] Received message from  13: 1|33,7,35,16,27
[ 45] Received message from   4: 1|2,33,7,35,48
[  4] Received message from  38: 1|2,33,7,35,48
[ 40] Received message from  49: 1|0,1,41,2,36
[ 49] Sent Broadcast: 1|0,1,41,2,36
[  6] Received message from  25: 1|41,2,36,37,5
[ 49] Received message from   5: 1|1,41,2,36,37
[  5] Sent Broadcast: 1|1,41,2,36,37
[ 47] Received message from  27: 1|2,33,7,35,16
[ 27] Sent Broadcast: 1|2,33,7,35,16
[ 50] Received message from   4: 1|2,33,7,35,48
[  4] Sent Broadcast: 1|2,33,7,35,48
[ 13] Received message from  46: 1|33,7,35,16,27
[ 46] Received message from  13: 1|33,7,35,16,27
[ 45] Received message from  38: 1|2,33,7,35,48
[ 49] Received message from  37: 1|0,1,41,2,36
[ 37] Sent Broadcast: 1|0,1,41,2,36
[ 19] Received message from  45: 1|33,7,35,48,4
[ 10] Received message from  25: 1|41,2,36,37,5
[ 25] Sent Broadcast: 1|41,2,36,37,5
[  4] Received message from  50: 1|2,33,7,35,48
[ 46] Received message from  21: 1|7,35,16,27,13
[ 21] Received message from  46: 1|33,7,35,16,27
[ 47] Received message from  13: 1|33,7,35,16,27
[  3] Received message from   6: 1|2,36,37,5,25
[ 22] Received message from  45: 1|33,7,35,48,4
[ 50] Received message from  38: 1|2,33,7,35,48
[ 13] Received message from  47: 1|33,7,35,16,27
[ 13] Sent Broadcast: 1|33,7,35,16,27
[ 38] Sent Broadcast: 1|2,33,7,35,48
[ 34] Received message from  50: 1|2,33,7,35,48
[  6] Received message from  10: 1|2,36,37,5,25
[ 10] Received message from   6: 1|2,36,37,5,25
[ 21] Received message from  47: 1|33,7,35,16,27
[ 47] Received message from  21: 1|7,35,16,27,13
[ 21] Sent Broadcast: 1|7,35,16,27,13
[ 47] Received message from  46: 1|33,7,35,16,27
[  9] Received message from  19: 1|7,35,48,4,45
[ 46] Sent Broadcast: 1|33,7,35,16,27
[ 38] Received message from  45: 1|33,7,35,48,4
[ 23] Received message from   3: 1|36,37,5,25,6
[ 30] Received message from  10: 1|2,36,37,5,25
[ 46] Received message from  47: 1|33,7,35,16,27
[ 10] Sent Broadcast: 1|2,36,37,5,25
[  3] Sent Broadcast: 1|36,37,5,25,6
[ 47] Sent Broadcast: 1|33,7,35,16,27
[ 38] Received message from  50: 1|2,33,7,35,48
[ 14] Received message from  22: 1|7,35,48,4,45
