[ 23] Received message from   1: 1|0
[ 25] Received message from   1: 1|0
[  1] Sent Broadcast: 1|0
[ 25] Received message from  23: 1|0,1
[ 23] Received message from  25: 1|0,1
[ 77] Received message from  23: 1|0,1
[ 23] Sent Broadcast: 1|0,1
[ 39] Received message from  25: 1|0,1
[ 25] Sent Broadcast: 1|0,1
[ 62] Received message from  39: 1|0,1,25
[  2] Received message from  77: 1|0,1,23
[ 70] Received message from  39: 1|0,1,25
[ 22] Received message from  77: 1|0,1,23
[ 15] Received message from  62: 1|0,1,25,39
[ 86] Received message from  39: 1|0,1,25
[ 37] Received message from  77: 1|0,1,23
[ 22] Received message from   2: 1|0,1,23,77
[ 39] Sent Broadcast: 1|0,1,25
[ 34] Received message from  62: 1|0,1,25,39
[ 80] Received message from  70: 1|0,1,25,39
[  2] Received message from  22: 1|0,1,23,77
[ 69] Received message from  77: 1|0,1,23
[ 34] Received message from  15: 1|0,1,25,39,62
[ 77] Sent Broadcast: 1|0,1,23
[ 70] Sent Broadcast: 1|0,1,25,39
[ 37] Received message from   2: 1|0,1,23,77
[ 49] Received message from  62: 1|0,1,25,39
[  2] Received message from  37: 1|0,1,23,77
[ 15] Received message from  86: 1|0,1,25,39
[ 24] Received message from  22: 1|0,1,23,77
[ 38] Received message from  15: 1|0,1,25,39,62
[ 54] Received message from   2: 1|0,1,23,77
[ 34] Received message from  86: 1|0,1,25,39
[ 57] Received message from  62: 1|0,1,25,39
[ 15] Received message from  34: 1|0,1,25,39,62
[ 22] Received message from  37: 1|0,1,23,77
[ 37] Received message from  22: 1|0,1,23,77
[  2] Received message from  69: 1|0,1,23,77
[ 15] Received message from  80: 1|0,1,25,39,70
[ 65] Received message from  62: 1|0,1,25,39
[ 37] Received message from  24: 1|0,1,23,77,22
[ 69] Received message from   2: 1|0,1,23,77
[  2] Sent Broadcast: 1|0,1,23,77
[ 24] Received message from  37: 1|0,1,23,77
[ 49] Received message from  15: 1|0,1,25,39,62
[  8] Received message from  54: 1|0,1,23,77,2
[ 49] Received message from  86: 1|0,1,25,39
[ 34] Received message from  80: 1|0,1,25,39,70
[ 15] Received message from  49: 1|0,1,25,39,62
[ 69] Received message from  22: 1|0,1,23,77
