[ 39] Received message from   1: 1|0
[ 66] Received message from   1: 1|0
[ 75] Received message from   1: 1|0
[ 66] Received message from  39: 1|0,1
[ 39] Received message from  66: 1|0,1
[ 75] Received message from  39: 1|0,1
[ 75] Received message from  66: 1|0,1
[ 97] Received message from   1: 1|0
[  1] Sent Broadcast: 1|0
[ 39] Received message from  75: 1|0,1
[ 97] Received message from  39: 1|0,1
[ 85] Received message from  66: 1|0,1
[ 39] Sent Broadcast: 1|0,1
[ 66] Received message from  75: 1|0,1
[ 85] Received message from  75: 1|0,1
[ 97] Received message from  66: 1|0,1
[ 39] Received message from  97: 1|0,1
[ 66] Sent Broadcast: 1|0,1
[ 75] Received message from  85: 1|0,1,66
[ 66] Received message from  97: 1|0,1
[ 97] Received message from  75: 1|0,1
[ 80] Received message from  85: 1|0,1,66
[ 75] Sent Broadcast: 1|0,1
[ 85] Sent Broadcast: 1|0,1,66
[ 75] Received message from  97: 1|0,1
[ 97] Sent Broadcast: 1|0,1
[ 32] Received message from  80: 1|0,1,66,85
[ 80] Sent Broadcast: 1|0,1,66,85
[ 37] Received message from  32: 1|0,1,66,85,80
[ 42] Received message from  37: 1|1,66,85,80,32
[ 55] Received message from  32: 1|0,1,66,85,80
[ 55] Received message from  37: 1|1,66,85,80,32
[ 37] Sent Broadcast: 1|1,66,85,80,32
[ 68] Received message from  32: 1|0,1,66,85,80
[ 32] Sent Broadcast: 1|0,1,66,85,80
[ 38] Received message from  42: 1|66,85,80,32,37
[ 37] Received message from  55: 1|1,66,85,80,32
[ 38] Received message from  55: 1|1,66,85,80,32
[ 55] Received message from  42: 1|66,85,80,32,37
[ 38] Received message from  68: 1|1,66,85,80,32
[ 42] Received message from  55: 1|1,66,85,80,32
[ 55] Received message from  38: 1|85,80,32,37,42
[ 68] Received message from  42: 1|66,85,80,32,37
[ 42] Received message from  68: 1|1,66,85,80,32
[ 91] Received message from  42: 1|66,85,80,32,37
[ 42] Sent Broadcast: 1|66,85,80,32,37
[ 68] Received message from  55: 1|1,66,85,80,32
[ 68] Received message from  38: 1|85,80,32,37,42
[ 55] Received message from  68: 1|1,66,85,80,32
[ 91] Received message from  55: 1|1,66,85,80,32
[ 55] Sent Broadcast: 1|1,66,85,80,32
[ 38] Received message from  91: 1|85,80,32,37,42
[ 91] Received message from  68: 1|1,66,85,80,32
[ 68] Sent Broadcast: 1|1,66,85,80,32
[ 55] Received message from  91: 1|85,80,32,37,42
[ 91] Received message from  38: 1|85,80,32,37,42
[ 38] Sent Broadcast: 1|85,80,32,37,42
[ 68] Received message from  91: 1|85,80,32,37,42
[ 91] Sent Broadcast: 1|85,80,32,37,42
[ 15] Received message from   2: 2|0
[ 18] Received message from   2: 2|0
[ 17] Received message from  15: 2|0,2
[ 41] Received message from   2: 2|0
[ 18] Received message from  15: 2|0,2
[ 13] Received message from  18: 2|0,2
[ 49] Received message from   2: 2|0
[ 16] Received message from  17: 2|0,2,15
[ 57] Received message from   2: 2|0
[ 19] Received message from  15: 2|0,2
[ 48] Received message from  41: 2|0,2
[ 15] Received message from  18: 2|0,2
[ 19] Received message from  17: 2|0,2,15
[  6] Received message from  16: 2|0,2,15,17
[ 31] Received message from  13: 2|0,2,18
[ 15] Received message from  49: 2|0,2
[ 52] Received message from  41: 2|0,2
[ 67] Received message from   2: 2|0
[ 18] Received message from  57: 2|0,2
[ 24] Received message from  15: 2|0,2
[ 16] Received message from  19: 2|0,2,15
[ 31] Received message from  18: 2|0,2
[ 19] Received message from  16: 2|0,2,15,17
[ 24] Received message from  17: 2|0,2,15
[ 50] Received message from  13: 2|0,2,18
[ 33] Received message from   6: 2|0,2,15,17,16
[ 18] Received message from  49: 2|0,2
[ 57] Received message from  41: 2|0,2
[ 89] Received message from   2: 2|0
[  2] Sent Broadcast: 2|0
[ 60] Received message from  48: 2|0,2,41
[ 40] Received message from  15: 2|0,2
[  5] Received message from  67: 2|0,2
[ 49] Received message from  31: 2|0,2,18,13
[ 17] Received message from  19: 2|0,2,15
[ 26] Received message from  17: 2|0,2,15
[ 13] Received message from  52: 2|0,2,41
[ 49] Received message from  18: 2|0,2
[ 31] Received message from  49: 2|0,2
[ 44] Received message from  15: 2|0,2
[ 16] Received message from  24: 2|0,2,15
[ 60] Received message from  41: 2|0,2
[ 31] Received message from  57: 2|0,2
[ 52] Received message from  13: 2|0,2,18
[ 24] Received message from  16: 2|0,2,15,17
[ 83] Received message from  48: 2|0,2,41
[ 40] Received message from  17: 2|0,2,15
[  5] Received message from  89: 2|0,2
[ 52] Received message from  31: 2|0,2,18,13
[ 27] Received message from  33: 2|2,15,17,16,6
[ 21] Received message from  60: 2|0,2,41,48
[ 41] Sent Broadcast: 2|0,2
[ 45] Received message from   6: 2|0,2,15,17,16
[ 56] Received message from  18: 2|0,2
[ 48] Sent Broadcast: 2|0,2,41
[ 31] Received message from  52: 2|0,2,41
[ 17] Received message from  40: 2|0,2,15
[ 52] Received message from  50: 2|0,2,18,13
[ 50] Sent Broadcast: 2|0,2,18,13
[ 15] Received message from  67: 2|0,2
[ 24] Received message from  19: 2|0,2,15
[ 44] Received message from  17: 2|0,2,15
[ 57] Received message from  49: 2|0,2
[ 16] Received message from  26: 2|0,2,15,17
[ 45] Received message from  33: 2|2,15,17,16,6
[ 17] Received message from  44: 2|0,2,15
[ 11] Received message from  27: 2|15,17,16,6,33
[ 56] Received message from  13: 2|0,2,18
[  8] Received message from  83: 2|0,2,41,48
[ 57] Received message from  18: 2|0,2
[ 49] Received message from  15: 2|0,2
[ 13] Sent Broadcast: 2|0,2,18
[  7] Received message from   5: 2|0,2,67
[ 18] Sent Broadcast: 2|0,2
[ 26] Received message from  16: 2|0,2,15,17
[ 41] Received message from  57: 2|0,2
[ 50] Received message from  52: 2|0,2,41
[ 25] Received message from  60: 2|0,2,41,48
[ 19] Received message from  40: 2|0,2,15
[ 33] Received message from  45: 2|2,15,17,16,6
[ 13] Received message from  56: 2|0,2,18
[ 15] Received message from  89: 2|0,2
[ 67] Received message from  17: 2|0,2,15
[ 47] Received message from   6: 2|0,2,15,17,16
[ 89] Received message from  49: 2|0,2
[ 56] Received message from  31: 2|0,2,18,13
[ 12] Received message from  83: 2|0,2,41,48
[ 57] Received message from  52: 2|0,2,41
[ 49] Received message from  57: 2|0,2
[ 34] Received message from  16: 2|0,2,15,17
[ 26] Received message from  19: 2|0,2,15
[ 49] Sent Broadcast: 2|0,2
[ 24] Received message from  40: 2|0,2,15
[ 19] Received message from  26: 2|0,2,15,17
[ 67] Received message from  15: 2|0,2
[ 53] Received message from   5: 2|0,2,67
[  7] Received message from  21: 2|0,2,41,48,60
[ 17] Received message from  24: 2|0,2,15
[ 54] Received message from  33: 2|2,15,17,16,6
[ 47] Received message from  45: 2|2,15,17,16,6
[ 52] Sent Broadcast: 2|0,2,41
[ 30] Received message from  27: 2|15,17,16,6,33
[ 19] Received message from  44: 2|0,2,15
[ 31] Received message from  56: 2|0,2,18
[ 83] Received message from  60: 2|0,2,41,48
[ 57] Received message from  31: 2|0,2,18,13
[ 21] Received message from  83: 2|0,2,41,48
[ 60] Sent Broadcast: 2|0,2,41,48
[ 31] Sent Broadcast: 2|0,2,18,13
[ 52] Received message from  57: 2|0,2
[ 22] Received message from  26: 2|0,2,15,17
[ 57] Sent Broadcast: 2|0,2
[ 30] Received message from  11: 2|17,16,6,33,27
[ 45] Received message from  16: 2|0,2,15,17
[ 26] Received message from  40: 2|0,2,15
[ 12] Received message from   8: 2|0,2,41,48,83
[ 34] Received message from  47: 2|2,15,17,16,6
[ 17] Received message from  67: 2|0,2
[ 70] Received message from  17: 2|0,2,15
[  7] Received message from  25: 2|0,2,41,48,60
[  8] Received message from  12: 2|0,2,41,48,83
[ 56] Received message from  33: 2|2,15,17,16,6
[ 54] Received message from   6: 2|0,2,15,17,16
[ 63] Received message from  27: 2|15,17,16,6,33
[ 21] Received message from   7: 2|0,2,67,5
[ 24] Received message from  44: 2|0,2,15
[ 33] Received message from  56: 2|0,2,18
[ 70] Received message from  15: 2|0,2
[ 17] Received message from  89: 2|0,2
[  8] Received message from  21: 2|0,2,41,48,60
[ 25] Received message from  83: 2|0,2,41,48
[ 14] Received message from  53: 2|0,2,67,5
[ 36] Received message from  12: 2|0,2,41,48,83
[ 72] Received message from  33: 2|2,15,17,16,6
[ 47] Received message from  16: 2|0,2,15,17
[ 89] Received message from   5: 2|0,2,67
[ 19] Received message from  24: 2|0,2,15
[ 45] Received message from  54: 2|15,17,16,6,33
[ 54] Received message from  45: 2|2,15,17,16,6
[ 11] Received message from  30: 2|17,16,6,33,27
[ 21] Received message from   8: 2|0,2,41,48,83
[ 45] Received message from  47: 2|2,15,17,16,6
[ 63] Received message from  11: 2|17,16,6,33,27
[ 35] Received message from  40: 2|0,2,15
[ 26] Received message from  44: 2|0,2,15
[  8] Received message from  25: 2|0,2,41,48,60
