[ 15] Received message from   1: 1|0
[ 19] Received message from   1: 1|0
[ 21] Received message from  15: 1|0,1
[ 29] Received message from   1: 1|0
[ 37] Received message from  21: 1|0,1,15
[ 35] Received message from  19: 1|0,1
[ 29] Received message from  15: 1|0,1
[ 39] Received message from  19: 1|0,1
[ 35] Received message from   1: 1|0
[ 15] Received message from  29: 1|0,1
[ 47] Received message from  21: 1|0,1,15
[ 37] Received message from  15: 1|0,1
[ 33] Received message from  35: 1|0,1,19
[ 53] Received message from  19: 1|0,1
[113] Received message from   1: 1|0
[ 23] Received message from  37: 1|0,1,15,21
[ 51] Received message from  21: 1|0,1,15
[100] Received message from  15: 1|0,1
[ 62] Received message from  19: 1|0,1
[113] Received message from  29: 1|0,1
[ 11] Received message from  39: 1|0,1,19
[ 64] Received message from  37: 1|0,1,15,21
[  9] Received message from  47: 1|0,1,15,21
[118] Received message from   1: 1|0
[109] Received message from  21: 1|0,1,15
[ 35] Received message from  53: 1|0,1,19
[ 53] Received message from  35: 1|0,1,19
[136] Received message from   1: 1|0
[ 17] Received message from  39: 1|0,1,19
[  1] Sent Broadcast: 1|0
[  6] Received message from 100: 1|0,1,15
[  3] Received message from  51: 1|0,1,15,21
[  5] Received message from  33: 1|0,1,19,35
[ 19] Received message from 113: 1|0,1
[118] Received message from  15: 1|0,1
[ 39] Received message from  53: 1|0,1,19
[115] Received message from  21: 1|0,1,15
[ 18] Received message from  62: 1|0,1,19
[ 21] Sent Broadcast: 1|0,1,15
[ 17] Received message from  11: 1|0,1,19,39
[ 49] Received message from  23: 1|0,1,15,21,37
[ 14] Received message from  33: 1|0,1,19,35
[ 61] Received message from  35: 1|0,1,19
[ 10] Received message from  47: 1|0,1,15,21
[118] Received message from  29: 1|0,1
[ 78] Received message from  19: 1|0,1
[109] Received message from  37: 1|0,1,15,21
[ 41] Received message from  53: 1|0,1,19
[ 15] Received message from 118: 1|0,1
[127] Received message from  15: 1|0,1
[  3] Received message from 109: 1|0,1,15,21
[ 23] Received message from  64: 1|0,1,15,21,37
[ 19] Received message from 136: 1|0,1
[ 24] Received message from  39: 1|0,1,19
[ 23] Received message from 100: 1|0,1,15
[ 35] Received message from  62: 1|0,1,19
[ 29] Received message from 113: 1|0,1
[ 10] Received message from   9: 1|0,1,15,21,47
[ 11] Received message from  17: 1|0,1,19,39
[ 14] Received message from   5: 1|0,1,19,35,33
[ 57] Received message from  23: 1|0,1,15,21,37
[118] Received message from  37: 1|0,1,15,21
[ 13] Received message from   3: 1|0,1,15,21,51
[ 15] Sent Broadcast: 1|0,1
[ 10] Received message from  51: 1|0,1,15,21
[ 82] Received message from  19: 1|0,1
[ 62] Received message from  35: 1|0,1,19
[ 20] Received message from  33: 1|0,1,19,35
[ 42] Received message from   6: 1|0,1,15,100
[ 33] Received message from  61: 1|0,1,19,35
[ 16] Received message from  18: 1|0,1,19,62
[127] Received message from  29: 1|0,1
[  3] Received message from 115: 1|0,1,15,21
[ 29] Sent Broadcast: 1|0,1
[  9] Received message from  10: 1|0,1,15,21,47
[ 39] Received message from  78: 1|0,1,19
[ 35] Received message from 113: 1|0,1
[ 33] Received message from 136: 1|0,1
[ 24] Received message from  11: 1|0,1,19,39
[ 20] Received message from   5: 1|0,1,19,35,33
[  3] Received message from  49: 1|1,15,21,37,23
[ 41] Received message from  39: 1|0,1,19
[ 51] Received message from  47: 1|0,1,15,21
[ 29] Received message from 118: 1|0,1
[135] Received message from  37: 1|0,1,15,21
[ 39] Received message from  41: 1|0,1,19,53
[ 82] Received message from  35: 1|0,1,19
[ 24] Received message from  17: 1|0,1,19,39
[ 79] Received message from  61: 1|0,1,19,35
[ 49] Received message from  64: 1|0,1,15,21,37
[ 64] Received message from  23: 1|0,1,15,21,37
[ 59] Received message from   9: 1|0,1,15,21,47
[ 37] Sent Broadcast: 1|0,1,15,21
[ 25] Received message from  18: 1|0,1,19,62
[ 88] Received message from   6: 1|0,1,15,100
[ 93] Received message from  19: 1|0,1
[  4] Received message from  13: 1|1,15,21,51,3
[ 62] Received message from  53: 1|0,1,19
[ 49] Received message from   3: 1|0,1,15,21,51
[ 37] Received message from 109: 1|0,1,15,21
[ 57] Received message from  42: 1|0,1,15,100,6
[ 40] Received message from  62: 1|0,1,19
[ 47] Received message from  51: 1|0,1,15,21
[ 11] Received message from  24: 1|0,1,19,39
[ 61] Received message from  33: 1|0,1,19,35
[ 53] Received message from 113: 1|0,1
[ 70] Received message from  23: 1|0,1,15,21,37
[  6] Received message from 127: 1|0,1,15
[  5] Received message from  14: 1|0,1,19,35,33
[ 63] Received message from  47: 1|0,1,15,21
[ 47] Received message from 115: 1|0,1,15,21
[116] Received message from   9: 1|0,1,15,21,47
